PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_q,Embarked_s,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
208,1,3,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,-0.29263982803627664,True,False,False,False,False,False,False,False,False,False,True
209,1,3,-0.9861222576157678,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
210,1,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.005288611034635832,True,False,False,False,False,False,False,False,False,False,False
211,0,3,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.5688146415107299,True,False,True,False,False,False,False,False,False,False,True
212,1,2,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,-0.2405813168701657,False,False,True,False,False,False,False,False,False,False,True
213,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
214,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
215,0,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
216,1,1,0.14195547925143,0.4327933656785018,-0.4736736092984604,1.9305821262271863,False,False,False,False,False,True,False,False,False,False,False
217,1,3,-0.15886525057982273,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,False,False,True,False,False,False,False,False,False,False,True
218,0,2,0.969212486287375,0.4327933656785018,-0.4736736092984604,-0.09940569336884779,True,False,True,False,False,False,False,False,False,False,True
219,1,1,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,1.060392053454471,False,False,False,False,False,True,False,False,False,False,False
220,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
221,1,3,-0.9861222576157678,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
222,0,2,-0.15886525057982273,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
223,0,3,1.6460591284076938,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
224,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
225,1,1,0.6683917564561223,0.4327933656785018,-0.4736736092984604,1.3829383533949904,True,False,True,False,True,False,False,False,False,False,False
226,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5146973191685581,True,False,True,False,False,False,False,False,False,False,True
227,1,2,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
228,0,3,-0.6476989365556084,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
229,0,2,-0.8357118927001413,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
230,0,3,-0.5724937540977952,2.2474704895351842,0.7676298785983874,-0.1354831239546096,False,False,True,False,False,False,False,False,False,False,True
231,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,1.229409862837307,False,False,True,False,True,False,False,False,False,False,False
232,0,3,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
233,0,2,2.2477005880701992,-0.47454519624983954,-0.4736736092984604,-0.4170508462468131,True,False,True,False,False,False,False,False,False,False,True
234,1,3,-1.8133792646517128,3.1548090514635256,2.0089333664952354,0.003828981316490934,False,False,True,False,False,False,False,False,False,False,True
235,0,2,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
236,0,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5570500062189534,False,False,True,False,False,False,False,False,False,False,True
237,0,2,1.1196228512030013,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,True
238,1,2,-1.5877637172782733,-0.47454519624983954,2.0089333664952354,-0.11705264630651252,False,False,True,False,False,False,False,False,False,False,True
239,0,2,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
240,0,2,0.29236584416705635,-0.47454519624983954,-0.4736736092984604,-0.4458742027116655,True,False,True,False,False,False,False,False,False,False,True
241,0,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,False,False,False,False,False,False,False,False,False,False,True
242,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.36999230507970715,False,True,False,False,False,False,False,False,False,False,True
243,0,2,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
244,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5670499462169634,True,False,True,False,False,False,False,False,False,False,True
245,0,3,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True
246,0,1,1.1196228512030013,1.340131927606843,-0.4736736092984604,1.3829383533949904,True,True,False,False,True,False,False,False,False,False,False
247,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,False,False,True,False,False,False,False,False,False,False,True
248,1,2,-0.3844807979532623,-0.47454519624983954,2.0089333664952354,-0.3935215756632601,False,False,True,False,False,False,False,False,False,False,True
249,1,1,0.5931865739983091,0.4327933656785018,0.7676298785983874,0.501865992977382,True,False,True,False,False,True,False,False,False,False,False
250,0,2,1.8716746757811333,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,True
251,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
252,0,3,-0.008454885664196365,0.4327933656785018,0.7676298785983874,-0.48852100564435524,False,False,True,False,False,False,False,False,True,False,False
253,0,1,2.4733161354436386,-0.47454519624983954,-0.4736736092984604,-0.10999386513144661,True,False,True,False,True,False,False,False,False,False,False
254,0,3,0.06675029679361683,0.4327933656785018,-0.4736736092984604,-0.3558747427295753,True,False,True,False,False,False,False,False,False,False,True
255,0,3,0.8940073038295618,-0.47454519624983954,2.0089333664952354,-0.2591106174547137,False,False,True,False,False,False,False,False,False,False,True
256,1,3,-0.008454885664196365,-0.47454519624983954,2.0089333664952354,-0.3759734456620463,False,False,False,False,False,False,False,False,False,False,True
257,1,1,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,1.1288222310926181,False,False,False,False,False,False,False,False,False,False,True
258,1,1,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,1.3005859063525549,False,False,True,True,False,False,False,False,False,False,False
259,1,1,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,5.124238728242953,False,False,False,False,False,False,False,False,False,False,True
260,1,2,1.5708539459498805,-0.47454519624983954,0.7676298785983874,-0.12293496395240078,False,False,True,False,False,False,False,False,False,False,True
261,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
262,1,3,-1.9637896295673392,3.1548090514635256,2.0089333664952354,0.003828981316490934,True,False,True,False,False,False,False,False,False,False,True
263,0,1,1.7212643108655068,0.4327933656785018,0.7676298785983874,1.139410402855217,True,False,True,False,False,False,True,False,False,False,False
264,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,True,False,False,False,False,False,False,False
265,0,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
266,0,2,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
267,0,3,-0.9861222576157678,3.1548090514635256,0.7676298785983874,0.19912192715998075,True,False,True,False,False,False,False,False,False,False,True
268,1,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
269,1,1,2.172495405612386,-0.47454519624983954,0.7676298785983874,2.876164687803722,False,False,True,False,True,False,False,False,False,False,False
270,1,1,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,2.456656616715439,False,False,True,False,True,False,False,False,False,False,False
271,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.005288611034635832,True,False,True,False,False,False,False,False,False,False,True
272,1,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True
273,1,2,0.8940073038295618,-0.47454519624983954,0.7676298785983874,-0.2758752227454952,False,False,True,False,False,False,False,False,False,False,True
274,0,1,0.5931865739983091,-0.47454519624983954,0.7676298785983874,-0.03587666279325473,True,False,False,False,True,False,False,False,False,False,False
275,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
276,1,1,2.548521317901452,0.4327933656785018,-0.4736736092984604,1.0996059358090202,False,False,True,False,False,True,False,False,False,False,False
277,0,3,1.1948280336608146,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,False,True,False,False,False,False,False,False,False,True
278,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True
279,0,3,-1.6629688997360863,3.1548090514635256,0.7676298785983874,-0.04940599337879768,True,True,False,False,False,False,False,False,False,False,True
280,1,3,0.4427762090826827,0.4327933656785018,0.7676298785983874,-0.2582282698078304,False,False,True,False,False,False,False,False,False,False,True
281,0,3,2.6989316828170784,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
282,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True
283,0,3,-0.9861222576157678,-0.47454519624983954,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True
284,1,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
285,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,False
286,0,3,0.29236584416705635,-0.47454519624983954,-0.4736736092984604,-0.5308736926947507,True,False,False,False,False,False,False,False,False,False,True
287,1,3,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True
288,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
289,1,2,0.969212486287375,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
290,1,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
291,1,1,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,1.1205869863883744,False,False,True,False,False,False,False,False,False,False,True
292,1,1,-0.7605067102423282,0.4327933656785018,-0.4736736092984604,1.4083311422087608,False,False,False,True,False,False,False,False,False,False,False
293,0,2,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.4317566403615337,True,False,False,False,False,True,False,False,False,False,False
294,0,3,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.5264619544603346,False,False,True,False,False,False,False,False,False,False,True
295,0,3,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
296,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.08244579513222278,True,False,False,False,False,False,False,False,False,False,True
297,0,3,-0.42208338918216887,-0.47454519624983954,-0.4736736092984604,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True
298,0,1,-2.038994812025152,0.4327933656785018,2.0089333664952354,2.831164957812677,False,False,True,False,True,False,False,False,False,False,False
299,1,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.017053246326412325,True,False,True,False,True,False,False,False,False,False,False
300,1,1,1.5708539459498805,-0.47454519624983954,0.7676298785983874,5.089287879132724,False,False,False,True,False,False,False,False,False,False,False
301,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
302,1,3,-0.3092756154954491,1.340131927606843,-0.4736736092984604,-0.1876404580571715,True,True,False,False,False,False,False,False,False,False,True
303,0,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True
304,1,2,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.4441095074178991,False,True,False,False,False,False,True,False,False,False,False
305,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
306,1,1,-2.1202164090795903,0.4327933656785018,2.0089333664952354,2.831164957812677,True,False,True,False,True,False,False,False,False,False,False
307,1,1,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,1.8743071697725027,False,False,False,False,False,False,False,False,False,False,True
308,1,1,-0.9109170751579546,0.4327933656785018,-0.4736736092984604,1.827641567424142,False,False,False,False,True,False,False,False,False,False,False
309,0,2,0.06675029679361683,0.4327933656785018,-0.4736736092984604,-0.16999350511950675,True,False,False,False,False,False,False,False,False,False,True
310,1,1,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,0.6048065517804263,False,False,False,False,False,False,True,False,False,False,False
311,1,1,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,1.2219581428434958,False,False,False,False,True,False,False,False,False,False,False
312,1,1,-0.8357118927001413,1.340131927606843,2.0089333664952354,5.124238728242953,False,False,False,True,False,False,False,False,False,False,False
313,0,2,-0.23407043303763592,0.4327933656785018,0.7676298785983874,-0.12293496395240078,False,False,True,False,False,False,False,False,False,False,True
314,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
315,0,2,1.0444176687451883,0.4327933656785018,0.7676298785983874,-0.11705264630651252,True,False,True,False,False,False,False,False,False,False,True
316,1,3,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,-0.5498924021074366,False,False,True,False,False,False,False,False,False,False,True
317,1,2,-0.3844807979532623,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,False,False,True,False,False,False,False,False,False,False,True
318,0,2,1.8716746757811333,-0.47454519624983954,-0.4736736092984604,-0.40528621095503664,True,False,True,False,False,False,False,False,False,False,True
319,1,1,0.14195547925143,-0.47454519624983954,2.0089333664952354,3.144497195392677,False,False,True,False,True,False,False,False,False,False,False
320,1,1,0.8188021213717487,0.4327933656785018,0.7676298785983874,2.4299908943630983,False,False,False,False,False,False,True,False,False,False,False
321,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
322,0,3,-0.15886525057982273,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
323,1,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.4441095074178991,False,True,False,False,False,False,False,False,False,False,True
324,1,2,-0.5348911628688886,0.4327933656785018,0.7676298785983874,-0.052347152201741805,False,False,True,False,False,False,False,False,False,False,True
325,0,3,-0.3092756154954491,6.784163299176891,2.0089333664952354,0.9017647699613317,True,False,True,False,False,False,False,False,False,False,True
326,1,1,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,2.456656616715439,False,False,False,False,True,False,False,False,False,False,False
327,0,3,2.3981109529858253,-0.47454519624983954,-0.4736736092984604,-0.5879321738598666,True,False,True,False,False,False,False,False,False,False,True
328,1,2,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,True,False,False,False,False,False
329,1,3,0.14195547925143,0.4327933656785018,0.7676298785983874,-0.2517577203973534,False,False,True,False,False,False,False,False,False,False,True
330,1,1,-0.9861222576157678,-0.47454519624983954,0.7676298785983874,0.6295122858931569,False,False,False,True,False,False,False,False,False,False,False
331,1,3,-0.5724937540977952,1.340131927606843,-0.4736736092984604,-0.1876404580571715,False,True,False,False,False,False,False,False,False,False,True
332,0,1,1.2324306248897212,-0.47454519624983954,-0.4736736092984604,-0.0641117874935183,True,False,True,False,True,False,False,False,False,False,False
333,0,1,0.6683917564561223,-0.47454519624983954,0.7676298785983874,2.876164687803722,True,False,True,False,True,False,False,False,False,False,False
334,0,3,-0.9861222576157678,1.340131927606843,-0.4736736092984604,-0.3111691286208247,True,False,True,False,False,False,False,False,False,False,True
335,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,2.4099910143670784,False,False,True,False,False,False,False,False,False,False,True
336,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
337,0,1,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,0.8323534217398503,True,False,True,False,True,False,False,False,False,False,False
338,1,1,0.8940073038295618,-0.47454519624983954,-0.4736736092984604,2.4299908943630983,False,False,False,False,False,False,True,False,False,False,False
339,1,3,1.1948280336608146,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
340,0,1,1.1948280336608146,-0.47454519624983954,-0.4736736092984604,0.10059310659135261,True,False,True,False,False,False,False,False,False,True,False
341,1,2,-2.038994812025152,0.4327933656785018,0.7676298785983874,-0.12293496395240078,True,False,True,False,False,False,False,True,False,False,False
342,1,1,-0.3844807979532623,2.2474704895351842,2.0089333664952354,5.124238728242953,False,False,True,False,True,False,False,False,False,False,False
343,0,2,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
344,0,2,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
345,0,2,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
346,1,2,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,True,False,False,False
347,1,2,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True
348,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.3558747427295753,False,False,True,False,False,False,False,False,False,False,True
349,1,3,-1.9637896295673392,0.4327933656785018,0.7676298785983874,-0.36058059684628596,True,False,True,False,False,False,False,False,False,False,True
350,0,3,0.969212486287375,-0.47454519624983954,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True
351,0,3,-0.45968598041107545,-0.47454519624983954,-0.4736736092984604,-0.5176384779915022,True,False,True,False,False,False,False,False,False,False,True
352,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.08882847129957612,True,False,True,False,True,False,False,False,False,False,False
353,0,3,-1.061327440073581,0.4327933656785018,0.7676298785983874,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True
354,0,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.3158749827375353,True,False,True,False,False,False,False,False,False,False,True
355,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True
356,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True
357,1,1,-0.5348911628688886,-0.47454519624983954,0.7676298785983874,0.5594138829706359,False,False,True,False,False,False,True,False,False,False,False
358,0,2,0.6683917564561223,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True
359,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5493041703428477,False,True,False,False,False,False,False,False,False,False,True
360,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5493041703428477,False,True,False,False,False,False,False,False,False,False,True
361,0,3,0.8188021213717487,0.4327933656785018,4.491540342288931,-0.07822934984365013,True,False,True,False,False,False,False,False,False,False,True
362,0,2,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,-0.08244579513222278,True,False,False,False,False,False,False,False,False,False,True
363,0,3,1.1948280336608146,-0.47454519624983954,0.7676298785983874,-0.3945992162559869,False,False,False,False,False,False,False,False,False,False,True
364,0,3,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,-0.5688146415107299,True,False,True,False,False,False,False,False,False,False,True
365,0,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.36999230507970715,True,True,False,False,False,False,False,False,False,False,True
366,0,3,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
367,1,1,2.3229057705280125,0.4327933656785018,-0.4736736092984604,1.0358816122875838,False,False,False,False,False,True,False,False,False,False,False
368,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5645981962221572,False,False,False,False,False,False,False,False,False,False,True
369,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
370,1,1,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,0.8958824523154435,False,False,False,True,False,False,False,False,False,False,False
371,1,1,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,0.5698067617873912,True,False,False,False,False,False,True,False,False,False,False
372,0,3,-0.8357118927001413,0.4327933656785018,-0.4736736092984604,-0.581854563268135,True,False,True,False,False,False,False,False,False,False,True
373,0,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
374,0,1,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,2.456656616715439,True,False,False,False,False,False,False,False,False,False,True
375,0,3,-1.9637896295673392,2.2474704895351842,0.7676298785983874,-0.23881662157639924,False,False,True,False,False,False,False,False,False,False,True
376,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,1.1987229881422372,False,False,False,False,False,False,False,False,False,False,True
377,1,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,False,False,True,False,False,False,False,False,False,False,True
378,0,1,-0.15886525057982273,-0.47454519624983954,2.0089333664952354,4.241744729296679,True,False,False,False,True,False,False,False,False,False,False
379,0,3,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.6402848009082721,True,False,False,False,False,False,False,False,False,False,True
380,0,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
381,1,1,0.969212486287375,-0.47454519624983954,-0.4736736092984604,4.618801290398115,False,False,False,False,False,False,False,False,False,False,True
382,1,3,-2.1141999944829655,-0.47454519624983954,2.0089333664952354,-0.36430528037966237,False,False,False,False,False,False,False,False,False,False,True
383,0,3,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
384,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,0.4888260712199769,False,False,True,False,False,False,False,False,False,False,True
385,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
386,0,2,-0.8357118927001413,-0.47454519624983954,-0.4736736092984604,0.994705388766366,True,False,True,False,False,False,False,False,False,False,True
387,0,3,-2.1141999944829655,4.0621476133918675,2.0089333664952354,0.36882679124385664,True,False,True,False,False,False,False,False,False,False,True
388,1,2,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True
389,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5528335609303807,True,True,False,False,False,False,False,False,False,False,True
390,1,2,-0.9109170751579546,-0.47454519624983954,-0.4736736092984604,-0.4523447521221426,False,False,False,False,False,False,False,False,False,False,True
391,1,1,0.5179813915404959,0.4327933656785018,2.0089333664952354,2.08881647090158,True,False,True,True,False,False,False,False,False,False,False
392,1,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.5512665115095161,True,False,True,False,False,False,False,False,False,False,True
393,0,3,-0.08366006812200955,1.340131927606843,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
394,1,1,-0.45968598041107545,0.4327933656785018,-0.4736736092984604,1.9305821262271863,False,False,False,False,False,True,False,False,False,False,False
395,1,3,-0.3844807979532623,-0.47454519624983954,2.0089333664952354,-0.3417571803794436,False,False,True,False,False,False,False,False,True,False,False
396,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5512665115095161,True,False,True,False,False,False,False,False,False,False,True
397,0,3,0.14195547925143,-0.47454519624983954,-0.4736736092984604,-0.5498924021074366,False,False,True,False,False,False,False,False,False,False,True
398,0,2,1.2700332161186279,-0.47454519624983954,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,True
399,0,2,-0.45968598041107545,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
400,1,2,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.4370507262428331,False,False,True,False,False,False,False,False,False,False,True
401,1,3,0.7435969389139355,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
402,0,3,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
403,0,3,-0.6100963453267019,0.4327933656785018,-0.4736736092984604,-0.5035209156413704,False,False,True,False,False,False,False,False,False,False,True
404,0,3,-0.08366006812200955,0.4327933656785018,-0.4736736092984604,-0.3617570603754636,True,False,True,False,False,False,False,False,False,False,True
405,0,3,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.5308736926947507,False,False,True,False,False,False,False,False,False,False,True
406,0,2,0.36757102662486957,0.4327933656785018,-0.4736736092984604,-0.2405813168701657,True,False,True,False,False,False,False,False,False,False,True
407,0,3,1.6460591284076938,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,False,True,False,False,False,False,False,False,False,True
408,1,2,-1.9637896295673392,0.4327933656785018,0.7676298785983874,-0.2935221756831599,True,False,True,False,False,False,False,False,False,False,True
409,0,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
410,0,3,-0.5724937540977952,2.2474704895351842,0.7676298785983874,-0.1354831239546096,False,False,True,False,False,False,False,False,False,False,True
411,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
412,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.573325202681597,True,True,False,False,False,False,False,False,False,False,True
413,1,1,0.29236584416705635,0.4327933656785018,-0.4736736092984604,1.3829383533949904,False,True,False,False,True,False,False,False,False,False,False
414,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True
415,1,3,1.1196228512030013,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
